Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","068","Bolivia (Plurinational State of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","070","Bosnia and Herzegovina","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","072","Botswana","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","072","Botswana","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","076","Brazil","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","076","Brazil","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","100","Bulgaria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","854","Burkina Faso","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","108","Burundi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","108","Burundi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","132","Cabo Verde","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","132","Cabo Verde","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","120","Cameroon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","120","Cameroon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","124","Canada","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","124","Canada","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","140","Central African Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","140","Central African Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","148","Chad","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","4.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","148","Chad","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","4.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","152","Chile","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","152","Chile","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","159","China","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","159","China","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","344","China, Hong Kong SAR","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","446","China, Macao SAR","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","156","China, mainland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","156","China, mainland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","158","China, Taiwan Province of","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","170","Colombia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","170","Colombia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","174","Comoros","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","174","Comoros","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","178","Congo","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","178","Congo","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","184","Cook Islands","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","184","Cook Islands","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","188","Costa Rica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","188","Costa Rica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","384","Côte d'Ivoire","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","384","Côte d'Ivoire","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","191","Croatia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","191","Croatia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","192","Cuba","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","192","Cuba","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","196","Cyprus","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","196","Cyprus","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","203","Czechia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","203","Czechia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","10.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","11.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","27","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","29.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","208","Denmark","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","262","Djibouti","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","233","Estonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","233","Estonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","748","Eswatini","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","20","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","246","Finland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","250","France","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","250","France","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","266","Gabon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","276","Germany","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","288","Ghana","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","300","Greece","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","304","Greenland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","308","Grenada","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","308","Grenada","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","328","Guyana","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","328","Guyana","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","332","Haiti","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","4.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","332","Haiti","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","340","Honduras","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","340","Honduras","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","348","Hungary","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","348","Hungary","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","352","Iceland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","352","Iceland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","356","India","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","179.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","356","India","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","199.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","15.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","16.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","6","E","Estimated value",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","368","Iraq","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","372","Ireland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","372","Ireland","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","376","Israel","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","380","Italy","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","388","Jamaica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","388","Jamaica","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","392","Japan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","392","Japan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","400","Jordan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","400","Jordan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","398","Kazakhstan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","398","Kazakhstan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","404","Kenya","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","404","Kenya","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","11.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","296","Kiribati","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","296","Kiribati","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","414","Kuwait","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","414","Kuwait","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","417","Kyrgyzstan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","417","Kyrgyzstan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","418","Lao People's Democratic Republic","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","428","Latvia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","428","Latvia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","422","Lebanon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","422","Lebanon","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","426","Lesotho","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","426","Lesotho","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","430","Liberia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","430","Liberia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","434","Libya","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","440","Lithuania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","440","Lithuania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","442","Luxembourg","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","450","Madagascar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","450","Madagascar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","13","E","Estimated value",""
